Route,Incident,Location,Day,Hour,Month
95,Mechanical,ELLESMERE AND MEADOWVA,Sunday,18,9
RAD 600,Mechanical,MCCOWAN AND STEELES,Wednesday,22,7
903,Mechanical,SCARBOROUGH CENTRE STA,Friday,19,8
95,Mechanical,YORK MILLS AND HARRISO,Wednesday,1,8
95,Mechanical,ELLESMERE AND MEADOWVA,Friday,7,3
29,Collision - TTC,DUFFERIN AND PEEL,Wednesday,9,6
939,Mechanical,FINCH STATION,Wednesday,13,7
986,Vision,KINGSTON AND GALLOWAY,Friday,18,8
76,Emergency Services,ROYAL YORK STATION,Tuesday,8,2
54,Operations - Operator,LAWRENCE AND WARDEN,Monday,15,7
32,Mechanical,EGLINTON AND OAKWOOD,Tuesday,7,4
36,Investigation,FINCH AND KIPLING,Sunday,19,5
52,Mechanical,LAWRENCE AND BAYVIEW,Wednesday,17,6
165,Mechanical,YORK MILLS STATION,Sunday,16,7
924,Mechanical,NEIL MCNEIL HIGH SCHOO,Wednesday,14,3
52,Mechanical,DIXON AND KIPLING,Tuesday,11,8
904,Mechanical,SCARBOROUGH CENTRE STA,Monday,15,9
36,Emergency Services,FINCH STATION,Monday,1,4
84,Mechanical,NORFINCH AND SHOREHAM,Monday,7,7
39,Collision - TTC,FINCH STATION,Saturday,17,8
937,Mechanical,ISLINGTON AND EGLINTON,Monday,17,4
35,Investigation,JANE AND HEATHROW,Sunday,17,9
985,Mechanical,SCARBOROUGH CETRE STAT,Wednesday,6,7
123,Utilized Off Route,KIPLING STATION,Wednesday,7,4
134,Emergency Services,SCARBOROUGH CENTRE STA,Wednesday,0,6
21,Mechanical,KENNEDY STATION,Saturday,18,3
45,Mechanical,BELFIELD AND HIGHWAY 2,Friday,17,7
60,Operations - Operator,FINCH STATION,Friday,8,3
985,Mechanical,SHEPPARD AVE E AND CON,Thursday,19,7
32,Collision - TTC,EGLINTON AND OAKWOOD,Saturday,12,6
96,Mechanical,KEELE AND WILSON,Friday,18,2
49,Mechanical,KIPLING STATION,Friday,14,5
41,General Delay,IAN MACDONALD BLVD AND,Saturday,23,5
7,Vision,BATHURST AND SHEPPARD,Wednesday,11,6
900,Emergency Services,KIPLING STATION,Wednesday,9,4
81,Mechanical,PAPE STATION,Friday,12,3
35,Operations - Operator,DUNDAS AND JANE,Wednesday,18,2
123,General Delay,LONG BRANCH LOOP,Sunday,8,4
108,Mechanical,SHEPPARD WEST STATION,Friday,16,5
54,Operations - Operator,LAWRENE AND WARDEN,Friday,20,8
52,Mechanical,ARROW GARAGE,Wednesday,14,7
88,Mechanical,MOORE AND LUMLEY,Tuesday,8,7
63,Collision - TTC,OSSINGTON AND COLLEGE,Monday,19,6
43,General Delay,KENNEDY AND LAWRENCE,Monday,7,9
95,Mechanical,YORK MILLS AND DON MIL,Sunday,20,1
54,Mechanical,LAWRENCE AND SCARBOROU,Thursday,11,4
70,Mechanical,COXWELL STATION,Friday,22,5
85,Mechanical,DON MILLS STATION,Thursday,11,8
63,Security,OSSINGTON STATION,Friday,23,4
903,Collision - TTC,PROGRESS AND MARKHAM,Thursday,14,4
135,Operations - Operator,WARDEN AND ST. CLAIR E,Wednesday,17,7
24,Collision - TTC,175 YORKLAND BLVD,Friday,7,2
39,Mechanical,FINCH AND KENNEDY,Sunday,20,1
336,Mechanical,FINCH AND HWY 27,Thursday,5,7
52,Mechanical,EGLINTON AND AVENUE,Saturday,17,7
900,Emergency Services,PEARSON AIRPORT TERMIN,Thursday,23,4
937,Mechanical,MARTIN GROVE AND FINCH,Tuesday,9,5
939,Collision - TTC,FINCH AND MAXOME,Thursday,14,1
86,Mechanical,KINGSTON RD AN HIGHLAN,Monday,5,1
32,Collision - TTC,EGLINTON AND GLENHOLME,Friday,18,4
68,Mechanical,WARDEN STATION,Monday,12,5
168,Collision - TTC,TODD BAYLIS BLVD AND B,Wednesday,4,1
96,Mechanical,WILSON STATION,Tuesday,13,6
900,Operations - Operator,PERSON AIRPORT TERMINA,Friday,19,4
96,Mechanical,HUMBER COLLEGE AND ARB,Saturday,23,9
32,Mechanical,EGLINTON WEST STATION,Sunday,21,6
11,Collision - TTC,DAVISVILLE STATION,Wednesday,17,6
29,Mechanical,WILSON STATION,Wednesday,16,6
106,Operations - Operator,THE POND AND ARDORETUM,Monday,0,2
63,Operations - Operator,KING AND QUEEN,Wednesday,18,4
995,Vision,U OF T SCARBOROUGH LOO,Friday,8,9
35,Utilized Off Route,JANE STATION,Sunday,0,5
40,Utilized Off Route,DUNDAS AND CHELSEA,Wednesday,15,3
38,Mechanical,KENNEDY STATION,Friday,18,8
902,Mechanical,MARHAM AND STEELES,Thursday,15,2
929,Operations - Operator,DUFFERIN AND QUEEN,Wednesday,14,5
47,Mechanical,YORKDALE STATION,Wednesday,21,4
996,Mechanical,SCARBOROUGH CENTRE STA,Tuesday,8,1
95,Mechanical,RYLANDER AND KINGSTON,Wednesday,14,1
112,Operations - Operator,CARLINGVIEW AND DIXON,Monday,18,1
32,Mechanical,EGLINTON WEST AND TARL,Tuesday,11,8
985,General Delay,KENNEDY STATION,Wednesday,22,1
17,Vision,WARDEN STATION,Wednesday,17,6
47,Mechanical,LANSDOWNE AND QUEEN,Wednesday,18,4
960,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,20,5
32,Operations - Operator,EGLINTON STATION,Wednesday,12,7
71,Mechanical,INDUSTRY AND RAY,Friday,16,1
939,Operations - Operator,MCCOWAN AND SHEPPARD,Friday,17,4
34,Mechanical,EGLINTON AND KENNEDY,Saturday,13,2
52,Mechanical,AVENUE AND GLENGROVE,Sunday,16,6
320,Collision - TTC,YONGE AND THE ESPLANAD,Monday,2,6
25,Operations - Operator,DON MILLS STATION,Friday,17,8
108,Mechanical,DRIFTWOOD AND DRIFTWOO,Tuesday,13,6
925,Operations - Operator,OVERLEA AND THORNCLIFF,Friday,17,9
123,Mechanical,SHERWAY GARDENS AND SH,Monday,13,9
95,Operations - Operator,YORK MILLS AND FENSIDE,Saturday,16,7
65,Mechanical,CASTLE FRANK STATION,Saturday,7,4
45,Operations - Operator,KIPLING STATION,Thursday,5,1
995,Mechanical,YORK MILLS AND BAYVIEW,Tuesday,20,1
35,Mechanical,JANE AND OUTLOOK,Wednesday,15,2
43,Cleaning - Unsanitary,KENNEDY AND PASSMORE,Friday,9,6
100,Mechanical,MILLWOOD AND OVERLEA,Saturday,22,2
43,Emergency Services,KENNEDY AND GLAMORGAN,Tuesday,18,7
130,Operations - Operator,MIDDLEFIELD LOOP,Friday,17,1
7,Mechanical,BATHURST AND WELLS,Thursday,15,9
16,Operations - Operator,KENNEDY STATION,Wednesday,12,7
17,Operations - Operator,WARDEN LOOP AND STEELE,Saturday,8,4
20,Mechanical,MAIN STREET STATION,Tuesday,13,8
78,Mechanical,DAVEAN AND WOODSWORTH,Thursday,19,6
300,Operations - Operator,WILSON GARAGE,Sunday,6,2
11,Security,DAVISVILLE AND YONGE,Tuesday,0,7
41,Collision - TTC,KEELE AND FALSTAFF,Thursday,18,5
106,Mechanical,SENTINEL AND STILECROF,Saturday,19,2
130,Operations - Operator,SEWELLS AND ALFORD,Friday,13,8
935,Cleaning - Unsanitary,PIONEER VILLAGE STN,Tuesday,5,8
95,Operations - Operator,YORK MILLS STATION,Thursday,5,3
161,Mechanical,ALLIANCE AVE AND DALRY,Saturday,21,4
168,Mechanical,DAVENPORT AND SYMINGTO,Thursday,15,1
11,Utilized Off Route,DAVISVILLE STATION,Tuesday,19,1
41,Vision,PIONEER VILLAGE STATIO,Monday,21,9
89,Utilized Off Route,KEELE AND GLENLAKE,Sunday,0,5
89,Security,ALBION AND WESTON,Tuesday,20,8
935,Operations - Operator,JANE AND GORDON,Sunday,18,1
52,Mechanical,LAWRECE WEST STATION,Friday,16,1
96,Mechanical,HUMBER COLLEGE AND FIN,Monday,14,5
60,Mechanical,FINCH STATION,Monday,8,5
52,Security,LAWRENCE AND MARLEE,Sunday,10,5
116,Operations - Operator,SHEPPARD AND MORNINGSI,Thursday,18,5
29,Operations - Operator,LAWRENCE AND DUFFLAW,Sunday,12,9
54,Security,EGLINTON STATION,Wednesday,2,1
102,Mechanical,MARKHAM AND SHEPPARD,Monday,16,3
68,Mechanical,WARDEN STATION.,Friday,9,1
70,Operations - Operator,COXWELL STATION,Saturday,9,3
125,Collision - TTC,DREWRY AND YONGE,Sunday,14,9
108,Operations - Operator,MURRAY ROSS AND STEELE,Sunday,12,6
36,Collision - TTC,FINCH WEST STATION,Thursday,7,7
36,Mechanical,FINCH WEST STATION,Tuesday,14,1
985,Mechanical,DON MILLS STATION,Tuesday,11,7
96,Mechanical,WILSON AND BATHURST,Thursday,10,1
78,Operations - Operator,YORK MILLS AND UPPER H,Tuesday,17,7
929,Operations - Operator,DUFFERIN AND LAWRENCE,Saturday,13,4
31,Operations - Operator,10 DANFORTH ROAD,Sunday,18,9
985,Mechanical,DON MILLS STATION,Friday,7,6
161,Vision,JANE AND OUTLOOK,Monday,20,9
41,Mechanical,KEELE AND SHEPPARD,Thursday,7,4
96,Operations - Operator,WILSON AND JANE,Friday,21,5
109,Diversion,MARLEE AND RIDELLE,Wednesday,16,2
937,Utilized Off Route,BLOOR AND ISLINGTON,Wednesday,17,5
26,Mechanical,JANE STATION,Tuesday,17,2
17,Mechanical,BIRCHMOUNT AND MCGREGO,Monday,15,4
67,Security,VICTORIA PARK STATION,Monday,17,7
52,Operations - Operator,BAYVIEW AND LAWRENCE,Friday,3,8
91,Vision,YORK MILLS AND VALLEYW,Wednesday,18,7
17,Security,BIRCHMOUNT AND ST CLAI,Friday,21,9
905,Mechanical,MORNINGSIDE AND ELLESM,Tuesday,11,4
960,Mechanical,PIONEER VILLAGE STATIO,Friday,6,8
985,Operations - Operator,SHEPPARD AND MIDLAND,Monday,11,7
927,Mechanical,HUMBER COLLEGE BLVD,Tuesday,13,7
63,Security,OSSINGTON AND HEPBOURN,Tuesday,17,5
9,Vision,WARDEN STATION,Monday,5,7
935,Emergency Services,JANE AND WILSON,Tuesday,12,8
35,Mechanical,PIONEER VILLAGE STATIO,Tuesday,6,2
94,Utilized Off Route,HARBORD AND GRACE,Tuesday,19,3
929,Collision - TTC,WILSON STATION,Saturday,8,3
52,Cleaning - Unsanitary,LAWRENCE WEST AND DUFF,Tuesday,12,6
90,Mechanical,BATHURST STATION,Sunday,15,2
68,Operations - Operator,PEARSON AIRPORT TERMIN,Saturday,3,5
929,Mechanical,WILSON STATION,Sunday,10,9
320,General Delay,YONGE AND SHUTER,Thursday,5,1
29,Vision,DUFFERIN GATE LOOP,Saturday,21,9
47,Diversion,EARLS COURT LOOP,Tuesday,13,9
60,Mechanical,YONGE AND MOORE PARK,Wednesday,19,9
110,Mechanical,BLOOR AND ISLINGTON,Thursday,8,2
53,Operations - Operator,STEELES AND BIRCHMOUNT,Friday,20,2
95,Cleaning - Unsanitary,ELLESMERE AND MILITARY,Thursday,13,9
968,Utilized Off Route,MCNICOLL GARAGE`,Monday,15,5
63,Cleaning - Unsanitary,OSSINGTON STATION,Saturday,18,9
76,Security,MIMICO AND LAKESHORE,Thursday,19,8
32,Operations - Operator,EGLINTON AND VESTA,Saturday,10,7
68,Mechanical,WARDEN AND HUNTINGWOOD,Wednesday,11,6
19,Utilized Off Route,BAY AND QUEEN'S QUAY,Tuesday,7,1
32,Vision,RENFORTH STATION,Thursday,18,9
84,Operations - Operator,SHEPPARD AND JANE,Tuesday,15,2
72,Emergency Services,CARLAW AND EASTERN,Wednesday,1,1
53,Vision,FINCH AND CLARKHILL,Tuesday,12,1
63,Operations - Operator,DUFFERIN AND KING,Tuesday,16,7
165,Mechanical,WILSON AND RIDGE,Sunday,14,5
160,Mechanical,ATKINSON AND CAMPBELL,Thursday,18,4
61,Mechanical,EGLINTON STATION,Tuesday,5,8
20,Operations - Operator,MAIN STREET STATION,Friday,18,8
968,Mechanical,WARDEN STATION,Thursday,18,1
102,Vision,MAJOR MACKENZIE AND MA,Friday,14,9
35,Mechanical,JANE AND GORDON MACKAY,Wednesday,16,6
79,Operations - Operator,RUNNYMEDE STATION,Thursday,5,7
86,Mechanical,EGLINTON AND KINGSTON,Friday,11,6
22,Investigation,COXWELL AND HANSON,Wednesday,18,3
35,Mechanical,MOUNT DENNIS GARAGE,Friday,14,5
47,Mechanical,YORKDALE STATION,Tuesday,9,4
900,Emergency Services,PEARSON AIRPORT TERMIN,Tuesday,0,7
70,Security,COXWELL STATION,Saturday,22,7
123,Operations - Operator,KIPLING STATION,Monday,15,1
903,Vision,STC,Sunday,23,6
108,Mechanical,PIONEER VILLAGE STATIO,Tuesday,17,1
63,Mechanical,OAKWOOD AND EGLINTON,Tuesday,8,4
37,Security,QUEENS PLATE AND HIGHW,Saturday,17,4
21,Mechanical,BRIMLEY AND SHEDIAC,Wednesday,8,4
927,Operations - Operator,MARTIN GROVE AND ROYAL,Saturday,10,7
36,Mechanical,FINCH WEST STATION,Saturday,21,6
54,Mechanical,LAWRENCE AND BROCKLEY,Tuesday,21,9
113,Mechanical,KENNEDY STATION,Saturday,21,6
44,Operations - Operator,KIPLING STATION,Thursday,21,7
11,Utilized Off Route,BAYVIEW AND FINCH,Wednesday,22,5
68,Mechanical,MCNICOLL AND WARDEN,Thursday,14,2
34,Utilized Off Route,EGLINTON STATION,Thursday,21,2
43,Vision,KENNEDY STATION,Sunday,15,1
52,Vision,TERMINAL 3,Saturday,17,6
34,Collision - TTC,EGLINTON AND DVP,Wednesday,11,8
62,Operations - Operator,EASTWOOD AND GAINSBORO,Sunday,8,7
102,Security,MARKHAM AND LAWRENCE,Thursday,23,7
7,Mechanical,BATHURST AND SHEPPARD,Sunday,13,8
32,Mechanical,JANE AND TRETHEWEY,Monday,20,1
20,Mechanical,DANFORTH AND DANFORTH,Wednesday,13,1
32,Security,EGLINTON AND BLACK CRE,Friday,16,7
116,Security,EGLINTON AND FALMOUTH,Monday,20,9
85,Collision - TTC,SHEPPARD AND KENNEDY,Sunday,15,8
116,Utilized Off Route,SHEPPARD AND ELLESMERE,Monday,15,5
8,Mechanical,BROADVIEW STATION,Thursday,6,3
73,Collision - TTC,WESTON AND OAK,Wednesday,21,1
72,Security,PAPE AND COSBURN,Wednesday,16,9
48,Operations - Operator,RATHBURN AND RENFORTH,Tuesday,15,8
32,Mechanical,EGLINTON AND OAKWOOD,Tuesday,9,4
42,Security,MCNICOLL AND PLACER,Tuesday,9,9
113,Mechanical,DANFORTH AND BIRCHMOUN,Sunday,13,8
57,Cleaning - Unsanitary,KENNEDY STATION,Saturday,18,4
22,Mechanical,COXWELL AND EASTWOOD,Friday,16,5
985,Mechanical,DON MILLS STATION,Wednesday,8,1
34,Mechanical,EGLINTON AND KENNEDY,Monday,16,7
96,Security,WILSON AND JANE,Tuesday,13,4
44,Utilized Off Route,KIPLING STATION,Friday,23,5
935,Security,JANE AND DUNDAS,Saturday,16,2
24,Investigation,VICTORIA PARK AND PACH,Wednesday,16,8
52,Operations - Operator,LAWRENCE AND JANE,Friday,16,6
900,Mechanical,KIPLING STATION,Sunday,17,1
984,Utilized Off Route,SHEPPARD WEST STATION,Thursday,15,6
989,Operations - Operator,KEELE STATION,Tuesday,14,3
165,Mechanical,YORK MILLS STATION,Monday,11,3
168,Security,AVON LOOP,Saturday,15,2
131,Mechanical,MCCOWAN AND SHEPPARD,Friday,15,5
960,Mechanical,YONGE AND STEELES,Tuesday,6,1
108,Operations - Operator,FINCH AND JANE,Monday,14,2
63,Operations - Operator,EGLINTON WEST STATION,Saturday,11,6
32,Operations - Operator,EGLINTON AND KEELE,Saturday,20,7
108,Mechanical,SHEPPARD WEST STATION,Thursday,7,1
960,Mechanical,STEELES AND HILDA,Saturday,15,2
32,Mechanical,EGLINTON WEST STATION,Friday,13,3
123,General Delay,BLOOR AND RESSURECTION,Tuesday,6,8
112,Operations - Operator,RENFORTH STATION,Tuesday,7,5
985,Mechanical,DON MILLS STATION,Tuesday,10,2
94,Operations - Operator,WELLESLEY STATION,Friday,19,4
968,Emergency Services,WARDEN AND MCNICOLL,Tuesday,9,4
82,Mechanical,ROSEDALE STATION,Wednesday,22,1
67,Operations - Operator,PHARMACY AND COMSTOCK,Thursday,14,8
88,Operations - Operator,LAIRD AND MCRAE,Wednesday,7,8
32,Operations - Operator,EGLINTON WEST AND JANE,Saturday,0,3
97,Security,YONGE AND FINCH,Saturday,16,7
116,Mechanical,MORNINGSIDE AND NIGHTS,Wednesday,16,5
929,Operations - Operator,DUFFERIN AND DAVENPORT,Wednesday,8,6
94,Operations - Operator,SPADINA AND HARBORD,Sunday,15,7
120,Diversion,NORTHOVER AND SHEPPARD,Tuesday,19,7
68,Mechanical,WARDEN AND EGLINTON,Wednesday,20,4
935,Mechanical,PIONEER VILLAGE STATIO,Saturday,17,2
63,Mechanical,OSSINGTON STATION,Wednesday,9,6
43,Operations - Operator,MIDLAND AND STEELES EA,Tuesday,13,6
44,Mechanical,28 COLONEL SAMUEL SMIT,Sunday,16,8
53,Mechanical,STEELES AND VICTORIA P,Saturday,20,7
36,Utilized Off Route,FINCH WEST AND YONGE,Sunday,17,9
116,Mechanical,MORNINGSIDE AND ELLESM,Wednesday,14,1
85,Security,BEECROFT AND SHEPPARD,Thursday,16,4
929,Road Blocked - NON-TTC Collision,DUFFERIN AND ROGERS,Friday,12,3
945,Investigation,KIPLING AND BELFIELD,Thursday,16,3
903,Vision,TRITON AND BOROUGH,Friday,7,5
7,Mechanical,BATHURST AND FISHERVIL,Thursday,11,6
985,Diversion,KENNEDY STATION,Wednesday,0,6
31,Utilized Off Route,COXWELL AND QUEEN,Thursday,13,1
171,Operations - Operator,WESTON AND JANE,Saturday,22,5
131,Mechanical,KENNEDY STATION,Tuesday,12,5
116,Security,EGLINTON AND KINGSTON,Sunday,23,5
85,Operations - Operator,DON MILLS STATION,Saturday,21,5
29,Collision - TTC,DUFFERIN AND DAVENPORT,Tuesday,14,8
952,Mechanical,DIXON AND WINCOTT,Wednesday,16,1
116,Utilized Off Route,KENNEDY STATION,Sunday,20,8
35,Vision,2900 JANE,Wednesday,13,4
941,Mechanical,KEELE AND GEORGE APPLE,Tuesday,16,7
165,Operations - Operator,WESTON AND HABITANT,Thursday,8,3
12,Vision,EGLINTON WEST STATION,Thursday,13,8
32,Mechanical,EGLINTON WEST STATION,Tuesday,11,2
7,Operations - Operator,BATHURST AND LYTTON,Thursday,15,2
984,Security,SHEPPARD STATION,Wednesday,16,1
131,Mechanical,MCCOWAN AND TRITON,Tuesday,14,2
935,Utilized Off Route,JANE AND EGLINTON,Sunday,14,6
32,Operations - Operator,EGLINTON AND TRETHEWAY,Wednesday,13,2
95,Mechanical,RYLANDER AND KINGSTON,Wednesday,15,2
335,Mechanical,JANE AND DUPONT,Tuesday,1,3
48,Mechanical,MILL AND RATHBURN,Monday,1,7
32,Utilized Off Route,YONGE AND SOUDAN,Monday,5,6
41,Security,KEELE AND DUNDAS,Saturday,13,3
36,Mechanical,FINCH AND CHAMPAGNE,Monday,15,2
95,Operations - Operator,ELLESMERE AND MARKHAM,Wednesday,16,5
52,Security,LAWRENCE AND MARLEE,Saturday,21,6
43,Mechanical,LAWRENCE AND KENNEDY,Saturday,14,6
43,Vision,KENNEDY AND ELLESMERE,Friday,7,2
20,Security,DANFORTH AND VICTORIA,Sunday,14,1
54,Operations - Operator,LAWRENCE AND WARDEN,Saturday,14,7
38,Mechanical,KENMARK AND CHEVRON,Monday,9,4
21,Mechanical,BRIMLEY AND EGLINTON,Sunday,14,6
24,Mechanical,VICTORIA PARK STATION,Wednesday,22,4
79,Mechanical,JANE AND SCARLETT,Saturday,13,2
108,General Delay,ST REGIS AND KEELE,Tuesday,17,1
512,Collision - TTC,ST CLAIR AND LANSDOWNE,Friday,13,3
44,Operations - Operator,QUEENSWAY GARAGE,Tuesday,7,8
939,Mechanical,FINCH STATION,Monday,16,5
75,Emergency Services,JARVIS AND QUEENS QUAY,Friday,17,4
46,Mechanical,MARTIN GROVE AND DIXON,Saturday,13,2
85,Utilized Off Route,DON MILLS STATION,Tuesday,18,2
43,Mechanical,EGLINTON AND KENNEDY,Friday,13,5
935,Utilized Off Route,JANE AND DUNDAS,Thursday,17,4
47,Mechanical,LANSDOWNE AND BLOOR,Monday,21,6
985,Collision - TTC,KENNEDY AND LAWRENCE,Friday,13,8
26,Vision,QUEEN AND DUFFERIN,Friday,18,8
11,Utilized Off Route,AVENUE AND MELROSE,Tuesday,6,6
132,Mechanical,HUPFIELD TRAIL AND LAD,Friday,11,1
85,Mechanical,SHEPPARD AND MARKHAM,Saturday,23,5
35,Mechanical,JANE STATION,Sunday,13,4
45,Operations - Operator,BELFIELD AND MARTIN GR,Wednesday,13,5
85,Mechanical,MEADOWVALE LOOP,Sunday,18,7
52,Operations - Operator,LAWRENCE AND JANE,Thursday,14,2
44,Mechanical,KIPLING STATION,Tuesday,8,6
102,Cleaning - Unsanitary,MARKHAM AND STEELES,Saturday,17,2
36,Collision - TTC,FINCH AND ELANA,Monday,8,6
60,Mechanical,FINCH STATION,Wednesday,18,5
22,Operations - Operator,COXWELL STATION,Saturday,18,7
32,Mechanical,EGLINTON AND ROYAL YOR,Friday,7,6
35,Mechanical,JANE AND TRETHEWEY,Saturday,10,9
86,Mechanical,EGLINTON AND BRIMELY,Friday,12,9
927,Security,KIPLING STATION,Wednesday,21,5
200,Mechanical,MEADOWVALE LOOP,Saturday,17,9
44,Mechanical,KIPLING STATION,Tuesday,10,9
112,Mechanical,KIPLING STATIOIN,Thursday,14,6
89,Utilized Off Route,KEELE STATION,Monday,22,6
36,Collision - TTC,FINCH AND YONGE,Saturday,15,6
53,Mechanical,STEELES EAST AND KENNE,Monday,6,5
53,Vision,MORNINGSIDE AND PASSMO,Thursday,15,7
65,Diversion,PARLIAMENT AND QUEEN,Tuesday,18,7
29,Mechanical,WILSON STATIN,Saturday,17,6
52,Operations - Operator,AIRPORT AND JETLINER,Thursday,18,7
86,Operations - Operator,KINGSTON AND MORNINGSI,Monday,21,3
64,Operations - Operator,MAIN STREET STATION,Sunday,14,2
32,Operations - Operator,JANE AND TRETHEWEY,Thursday,5,8
984,Utilized Off Route,SHEPPARD-YONGE STATION,Wednesday,20,1
67,Diversion,PHARMACY AND ELLESMERE,Saturday,0,9
130,Mechanical,MIDDLEFIELD AND STEELE,Thursday,18,9
52,Operations - Operator,LAWRENCE AND JANE,Tuesday,9,1
100,Emergency Services,BROADVIEW AND CHESTER,Wednesday,16,1
45,Mechanical,STEELES LOOP,Thursday,7,5
7,Emergency Services,DUFFERIN AND DUPONT,Saturday,5,7
7,Security,BATHURST STATION,Wednesday,5,4
112,Mechanical,DISCO AND ATTWELL,Monday,15,7
25,Cleaning - Unsanitary,EGLINTON AND DON MILLS,Sunday,14,3
99,Collision - TTC,JANE AND FIRGROVE,Tuesday,22,3
41,Mechanical,KEELE STATION,Thursday,13,8
929,Operations - Operator,WILSON STATION,Tuesday,6,5
53,Mechanical,STEELES EAST AND TOWNS,Wednesday,9,9
15,Mechanical,EVANS AND BROWN'S LINE,Tuesday,15,7
32,Mechanical,EGLINTON WEST AND MARL,Thursday,14,5
47,Diversion,LANSDOWNE AND ST CLAIR,Monday,20,9
91,Operations - Operator,WOODBINE STATION,Saturday,17,4
945,Mechanical,STEELES LOOP,Monday,7,9
100,Mechanical,BROADVIEW STATION,Thursday,12,8
104,Vision,FINCH AND WILMINGTON,Friday,1,6
64,Mechanical,MAIN STREET STATION,Sunday,8,5
11,Mechanical,DAVISVILLE STATION,Monday,14,1
989,Collision - TTC,WESTON AND LAWRENCE,Monday,18,7
12,Mechanical,KINGSTON AND BRINLOOR,Monday,16,2
53,Security,STEELES AND DON MILLS,Monday,15,6
72,Mechanical,PAPE AND EASTERN,Friday,18,8
52,Operations - Operator,THE WEST WAY AND MARTI,Friday,14,5
12,Mechanical,MILITARY TRAIL AND MOR,Tuesday,16,4
984,Security,SHEPPARD AND HAYWOOD,Thursday,14,1
85,Operations - Operator,DON MILLS STATION,Thursday,11,4
65,Collision - TTC,PARLIAMENT AND ADELAID,Sunday,17,9
935,Mechanical,JANE AND FINCH,Wednesday,16,6
165,Operations - Operator,WESTON AND FINCH,Thursday,17,6
41,Mechanical,IAN MACDONALD AND CHIM,Wednesday,8,8
939,Operations - Operator,FINCH AND MCCOWAN,Friday,9,1
123,Operations - Operator,EVANS AND BROWNS LINE,Thursday,18,4
100,Mechanical,DON MILLS AND WYNFORD,Tuesday,10,1
29,Utilized Off Route,DUFFERIN AND GORDON,Friday,12,6
35,Operations - Operator,JANE AND LAWRENCE,Monday,4,1
41,Operations - Operator,KEELE STATION,Monday,16,3
36,Collision - TTC,FINCH WEST STATION,Tuesday,15,9
102,Cleaning - Unsanitary,LAWRENCE AND MARKHAM,Sunday,17,9
85,Utilized Off Route,MEADOWVALE LOOP,Saturday,19,4
53,Vision,MORNINGSIDE AND STEELE,Thursday,8,3
89,Mechanical,KEELE STATION,Tuesday,14,4
39,Operations - Operator,KENNEDY AND FINCH,Monday,13,9
130,Vision,MIDDLEFIELD LOOP,Wednesday,6,3
36,Cleaning - Unsanitary,FINCH AND MARTIN GROVE,Wednesday,7,3
165,Mechanical,BARMAC AND STEELES,Thursday,6,4
32,Utilized Off Route,EGLINTON AND HENNING,Thursday,1,9
85,Emergency Services,SHEPPARD AND MCCOWAN,Wednesday,9,7
84,Mechanical,SHEPPARD AND OAKDALE,Saturday,14,5
54,Mechanical,LAWRENCE AND WAYNE,Monday,10,3
60,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,13,2
927,Operations - Operator,ROYALCREST RD AND HIGH,Thursday,19,6
35,Mechanical,DUNDAS AND JANE,Sunday,15,7
42,Mechanical,MCNICOLL AND BRAMBLEBR,Wednesday,9,5
112,Mechanical,WEST MALL CR AND THE W,Tuesday,9,5
167,Operations - Operator,STEELES AND PHARMACY,Thursday,5,4
134,Operations - Operator,SCARBOROUGH CENTRE STA,Saturday,16,6
131,Mechanical,KENNEDY STATION,Friday,14,2
63,Operations - Operator,EGLINTON WEST STATION,Friday,12,4
63,Operations - Operator,OSSINGTON AND COLLEGE,Thursday,13,8
51,Emergency Services,STEELES AND EDGAR WOOD,Thursday,16,3
41,Mechanical,MT DENNIS GARAGE,Friday,5,1
85,Road Blocked - NON-TTC Collision,KINGSTON AND PORT UNIO,Sunday,1,5
165,Mechanical,YORK MILLS STATION,Monday,12,1
131,Operations - Operator,KENNEDY STATION,Monday,19,7
25,Operations - Operator,OVERLEA AND MILLWOOD,Thursday,13,8
42,Operations - Operator,MCNICOLL AND KENNEDY,Saturday,21,3
929,Diversion,SPRINGHURST LOOP,Tuesday,18,6
40,Collision - TTC,DUNDAS AND KEELE,Wednesday,9,1
68,Utilized Off Route,WARDEN STATION,Tuesday,13,6
121,Security,FRONT AND CHURCH,Wednesday,22,9
50,Mechanical,BURNHAMTHORPE AND EAST,Friday,8,4
25,Mechanical,LAWRENCE AND TOWER,Friday,20,7
84,Mechanical,SHEPPARD AND JANE,Wednesday,13,6
68,Operations - Operator,WARDEN AND LUPIN,Friday,18,2
63,Diversion,OAKWOOD AND ST CLAIR,Sunday,16,5
94,Mechanical,HARBORD AND OSSINGTON,Wednesday,15,6
165,Mechanical,WESTON AND STEELES,Saturday,13,8
72,Operations - Operator,QUEEN AND CARLAW,Tuesday,18,6
937,Mechanical,ISLINGTON STATION,Wednesday,8,1
34,Operations - Operator,KENNEDY STATION,Tuesday,15,4
34,Cleaning - Unsanitary,EGLINTON STATION,Wednesday,16,7
44,Mechanical,COLONEL SAMUEL SMITH L,Tuesday,10,4
