,Route,Incident,Location,Day,Hour,Month
32545,24,Mechanical,BIRCHMOUNT AND BROOKMI,Tuesday,4,9
32697,7,Investigation,BATHURST STATION,Wednesday,9,9
11844,320,Collision - TTC,DAVISVILLE STATION,Monday,1,4
32144,935,Vision,JANE AND WILSON,Friday,18,9
7705,38,Operations - Operator,LAWSON AND CENTENNIAL,Tuesday,16,3
11261,165,Mechanical,ARROW GARAGE,Thursday,5,4
2904,25,Mechanical,OVERLEA AND EAST YORK,Wednesday,9,1
11706,60,Mechanical,FINCH STATION,Sunday,22,4
35177,87,Cleaning - Unsanitary,BROADVIEW STATION,Monday,15,9
26482,21,Mechanical,KENNEDY STATION,Wednesday,14,7
1809,36,Mechanical,HUMBERLINE DR AND HOLY,Monday,5,1
17555,102,Mechanical,WARDEN STATION,Wednesday,8,5
18067,96,Mechanical,YONGE AND STEELES,Sunday,9,5
10774,29,Collision - TTC,DUFFERIN AND LIBERTY,Saturday,0,3
7734,32,Collision - TTC,EGLINGTON STATION,Tuesday,22,3
15987,29,Operations - Operator,DUFFEIN AND LAWRENCE,Friday,7,5
11000,131,General Delay,SEWELLS AND NEILSON,Tuesday,12,4
3079,903,Operations - Operator,KENNEDY STATION,Thursday,10,1
17226,32,Mechanical,JANE TRETHEWEY,Sunday,7,5
3761,10,Mechanical,DON MILLS STATION,Wednesday,9,1
1721,7,Cleaning - Unsanitary,GREENWIN VILLAGE AND B,Sunday,6,1
12364,954,Emergency Services,LAWRENCE AND FORTUNE G,Friday,14,4
19303,35,Mechanical,JANE AND TRETHWEY,Tuesday,14,6
12013,35,Mechanical,JANE STATION,Wednesday,8,4
3874,36,Emergency Services,FINCH AND 400 OFF RAMP,Thursday,11,2
13506,315,Security,QUEENS QUAY AND YONGE,Monday,3,4
17813,36,Vision,FINCH WEST STATION,Friday,7,5
31072,165,Operations - Operator,WESTON AND STEELES,Thursday,11,8
2895,67,Mechanical,PHARMACY AND ELLESMERE,Wednesday,8,1
228,96,Operations - Operator,WILSON AND YONGE,Wednesday,7,1
5145,939,Mechanical,KENNEDY STATION,Monday,19,2
22087,86,Mechanical,KENNEDY STATION,Saturday,0,6
8158,116,Investigation,MORNINGSIDE AND GARDEN,Saturday,9,3
3654,986,Utilized Off Route,KENNEDY STATION,Tuesday,7,1
25324,52,Mechanical,LAWRENCE WEST AND PINE,Monday,13,7
13291,24,Vision,VICTORIA PARK AND CRES,Friday,20,4
11759,38,Cleaning - Unsanitary,SCARBOROUGH CENTRE STA,Monday,11,4
25611,8,Collision - TTC,BROADVIEW AND FERNWOOD,Wednesday,7,7
11695,37,Cleaning - Unsanitary,ISLINGTON AND MILADY,Sunday,19,4
26692,113,Operations - Operator,KENNEDY AND MERRIAN,Friday,5,7
14315,104,Mechanical,WILSON STATION,Saturday,11,4
3313,36,Emergency Services,FINCH STATION,Friday,18,1
16571,96,Collision - TTC,YORKMILLS STATION,Monday,23,5
3156,126,Mechanical,CHRISTIE AND BARTON,Thursday,18,1
19012,106,Operations - Operator,SHEPPARD WEST STATION,Saturday,18,6
9723,12,Investigation,KINGSTON AND CLIFFSIDE,Friday,14,3
2303,51,Mechanical,FRESHMEADOW AND DON MI,Friday,5,1
7226,63,Collision - TTC,LAWRENCE AND DUVAL,Friday,10,3
12502,32,Operations - Operator,TRETHEWAY AND JANE,Saturday,15,4
28531,929,Collision - TTC,DUFFERIN AND LIBERTY,Friday,8,8
33621,12,Mechanical,VICTORIA PARK STATION,Wednesday,8,9
22236,107,Mechanical,5 ST REGIS CRESCENT,Monday,5,6
24151,54,Mechanical,EGLINTON AND WYNFORD,Monday,10,7
4517,7,Mechanical,BATHURST AND GREENWIN,Wednesday,11,2
14909,927,Operations - Operator,MARTINGROVE AND FINCH,Thursday,5,5
1396,905,Collision - TTC,DANFORTH RD AND EGLINT,Thursday,17,1
32503,63,Collision - TTC,KING AND CRAWFORD,Monday,17,9
13272,100,Mechanical,BROADVIEW AND ERINDALE,Friday,17,4
17336,900,Vision,QUEENSWAY GARAGE,Monday,18,5
32266,95,Operations - Operator,YORK MILLS STATION,Saturday,15,9
30826,78,Operations - Operator,YORK MILLS STATION,Tuesday,17,8
23644,41,Mechanical,PIONEER VILLAGE STATIO,Thursday,22,7
33109,116,Cleaning - Unsanitary,KENNEDY STATION,Friday,0,9
16839,44,Collision - TTC,KIPLING AND TORLAKE,Thursday,8,5
6909,69,Mechanical,KINGSTON AND WARDEN,Wednesday,6,2
21607,960,Operations - Operator,STEELES AND MARTIN GRO,Wednesday,21,6
17010,106,Operations - Operator,SHEPPARD WEST STATION,Friday,11,5
3570,54,Security,LAWRENCE AND GREENHOLM,Monday,15,1
8405,989,Operations - Operator,KEELE STATION,Monday,15,3
5129,125,Collision - TTC,FINCH STATION,Monday,17,2
17462,112,Mechanical,RENFORTH STATION,Tuesday,15,5
35109,47,Vision,LANSDOWNE AND DUPONT,Sunday,1,9
11819,900,Operations - Operator,AIRPORT AND JETLINER,Monday,19,4
20796,52,Mechanical,TORONTO PEARSON AIRPOR,Saturday,6,6
3321,7,Operations - Operator,STEELES AND BATHURST,Friday,19,1
17246,52,General Delay,LAWRENCE AND VISTA HUM,Sunday,13,5
19952,929,Mechanical,SPRINGHURST LOOP,Sunday,8,6
25526,929,Operations - Operator,DUFFERIN AND LAWRENCE,Tuesday,16,7
8485,935,Operations - Operator,BRIMLEY AND STEELES,Tuesday,8,3
1382,935,Operations - Operator,PIONEER VILLAGE STATIO,Thursday,15,1
28201,905,Mechanical,GUILDWOOD PARKWAY AND,Tuesday,18,8
26292,51,Investigation,EGLINTON AND MOUNT PLE,Tuesday,9,7
16770,89,Mechanical,KEELE AND FALSTAFF,Wednesday,14,5
18212,960,Operations - Operator,STEELES WEST AND KEELE,Monday,12,5
8697,939,Operations - Operator,SCARBOROUGH CENTRE STA,Wednesday,21,3
26614,44,Mechanical,QUEENSWAY GARAGE,Thursday,15,7
27002,43,Operations - Operator,KENNEDY AND FINCH,Sunday,14,7
34637,44,Security,KIPLING AND LAKESHORE,Thursday,6,9
7423,34,Emergency Services,EGLINTON STATION,Saturday,20,3
11938,937,Mechanical,ISLINGTON AND MILADY,Tuesday,17,4
15478,53,Security,STEELES AND BAYVIEW,Monday,16,5
12558,43,Operations - Operator,KENNEDY AND RANSTONE G,Saturday,22,4
8803,16,Cleaning - Unsanitary,WARDEN STATION,Thursday,16,3
13441,96,Mechanical,KEELE AND WILSON,Sunday,9,4
25027,7,Mechanical,BATHURST AND SARANAC,Saturday,16,7
28439,84,Utilized Off Route,SHEPPARD WEST STATION,Thursday,13,8
24149,32,Cleaning - Unsanitary,JANE AND TRETHEWEY,Monday,10,7
7888,12,Operations - Operator,MILITARY TRAIL AND MOR,Thursday,7,3
25257,9,Vision,BIRCHMOUNT GARAGE,Monday,5,7
12001,989,Vision,SIGNET AND STEELES,Wednesday,6,4
24059,85,Mechanical,SHEPPARD AND SCUNTHORP,Sunday,15,7
12993,54,Investigation,EGLINTON AND REDPATH,Wednesday,16,4
6854,118,Mechanical,THISTLE DOWN AND ALBIO,Tuesday,17,2
29771,116,Mechanical,EGLINTON AND BRIMLEY,Sunday,17,8
5909,54,Investigation,LAWRENCE AND BIRCHMOUN,Sunday,22,2
14557,29,Cleaning - Unsanitary,WILSON STATION,Monday,15,4
14738,100,Operations - Operator,CONCORDE PLACE AND CON,Tuesday,20,4
20338,43,Emergency Services,KENNEDY AND PROGRESS,Wednesday,10,6
25725,19,Collision - TTC,BAY AND QUEEN,Thursday,8,7
8811,36,Mechanical,FINCH WEST STATION,Thursday,17,3
15428,63,Operations - Operator,KING WEST AND DUFFERIN,Monday,11,5
2628,60,Security,BAY AND QUEENS QUAY,Monday,2,1
10936,984,Utilized Off Route,SHEPPARD AND BATHURST,Monday,19,4
13388,131,Mechanical,MORNINGVIEW TRAIL AND,Saturday,17,4
12303,320,Operations - Operator,YONGE AND LAWRENCE,Friday,2,4
23986,76,Utilized Off Route,ROYAL YORK STATION,Sunday,8,7
4564,952,Mechanical,LAWRENCE AND SCARLETT,Wednesday,17,2
24293,52,Security,LAWRENCE AND WESTON,Tuesday,9,7
8585,107,Mechanical,ALNESS AND STEELES,Tuesday,22,3
19792,85,Operations - Operator,SHEPPARD AND VICTORIA,Friday,17,6
26520,116,Operations - Operator,KENNEDY STATION,Wednesday,18,7
9491,995,Collision - TTC,ELLESMERE AND BIRCHMOU,Wednesday,16,3
28756,53,Collision - TTC,FINCH AND VICTORIA PAR,Saturday,20,8
3674,68,Mechanical,ANGUS GLEN LOOP AND MA,Tuesday,12,1
32628,102,Operations - Operator,LAWRENCE AND MARKHAM,Tuesday,17,9
2647,29,Mechanical,DUFFERIN AND EGLINTON,Monday,7,1
7644,52,General Delay,BAECREST AVE AND THE W,Tuesday,7,3
7121,99,Mechanical,JANE AND FINCH,Thursday,18,2
33885,63,Mechanical,MARLEE AND EGLINTON,Friday,6,9
6806,94,Mechanical,WELLESLEY STATION,Tuesday,13,2
20794,52,Emergency Services,LAWERENCE AND KEELE,Saturday,2,6
26932,45,Operations - Operator,KIPLING AND BURNHAMTHO,Saturday,18,7
22109,52,Operations - Operator,LAWRENCE AND BLACK CRE,Sunday,9,6
1482,80,Mechanical,BROADVIEW STATION,Friday,14,1
31258,37,Investigation,DIXON AND ISLINGTON,Friday,12,8
31270,35,Operations - Operator,JANE AND TRETHEWEY,Friday,12,8
33456,12,Security,KINGSTON AND BRIMLEY,Tuesday,7,9
17054,96,Collision - TTC,WILSON STAION,Friday,16,5
17032,927,Operations - Operator,KIPLING STATION,Friday,14,5
18440,905,Mechanical,KINGSTON RD AND SCARBO,Wednesday,9,5
9127,999,Operations - Operator,WILSON GARAGE,Saturday,20,3
16110,23,General Delay,FERRIS AND REXLEIGH,Saturday,5,5
15178,118,Diversion,WILSON AND JAMES FINDL,Friday,0,5
19067,111,Operations - Operator,KIPLING STATION,Sunday,13,6
19796,40,Mechanical,MILL AND TOLDEO,Friday,18,6
17554,129,Mechanical,MCCOWAN AND STEELES EA,Wednesday,7,5
17882,985,Vision,DON MILLS STATION,Friday,16,5
8932,16,Operations - Operator,WARDEN STATION,Friday,14,3
26581,96,Investigation,YORK MILLS STATION,Thursday,8,7
22088,52,Operations - Operator,EGLINTON AND LASCELLES,Saturday,1,6
32016,44,Mechanical,KIPLING STATION,Thursday,19,9
9892,40,Operations - Operator,DUNDAS WEST STATION,Saturday,13,3
17478,96,Security,WILSON AND JULIAN,Tuesday,17,5
10246,952,Mechanical,LAWRENCE AND KEELE,Tuesday,17,3
18990,929,Mechanical,DUNDAS AND DUFFERIN,Saturday,16,6
19574,996,Mechanical,PARKWOODS VILLAGE AND,Thursday,8,6
10864,47,Mechanical,YORKDALE STATION,Monday,5,4
9519,90,Utilized Off Route,BATHURST STATION,Wednesday,21,3
22605,935,Mechanical,JANE AND STEELES WEST,Wednesday,12,6
26386,35,Mechanical,JANE AND SHEPPARD,Tuesday,19,7
29409,905,Mechanical,ELLESMERE AND CALTHORP,Friday,7,8
26032,116,Operations - Operator,MORNINGSIDE AND NIGHTS,Saturday,17,7
17408,63,Operations - Operator,OSSINGTON STATION,Tuesday,9,5
30707,73,Operations - Operator,ROYAL YORK STATION,Monday,19,8
2959,41,Operations - Operator,KEELE AND LAWRENCE,Wednesday,16,1
21240,43,Emergency Services,KENNEDY AND GLAMORGAN,Tuesday,9,6
14927,32,Operations - Operator,PINE AND LAWRENCE,Thursday,7,5
15324,985,Mechanical,SHEPPARD AND KENNEDY,Sunday,10,5
33384,29,Operations - Operator,SPRINGHURST LOOP,Monday,15,9
24198,52,Mechanical,LAWRENCE AND SCARLETT,Monday,16,7
11,39,Mechanical,FINCH AND KENNEDY,Monday,7,1
1892,86,Mechanical,BRIMLEY AND EGLINTON,Monday,17,1
18335,112,Mechanical,KIPLING STATION,Tuesday,11,5
31495,12,Collision - TTC,COMMON WEALTH AND EGLI,Saturday,20,8
10972,85,Mechanical,DON MILLS STATION,Tuesday,7,4
28936,52,Mechanical,LAWRENCE WEST AND AVEN,Monday,11,8
9999,131,Security,MORNINGVIEW TRAIL AND,Sunday,17,3
29256,41,Cleaning - Unsanitary,KEELE STATION,Wednesday,21,8
29382,116,Cleaning - Unsanitary,MORNINGSIDE AND NIGHTS,Thursday,22,8
12102,32,Vision,EGLINTON AND MUNICIPAL,Wednesday,0,4
20097,24,Investigation,VICTORIA PARK AND STEE,Monday,15,6
25770,996,Security,WEST HUMBER AND KIPLIN,Thursday,15,7
8572,75,Security,SHERBOURNE AND WELLSLE,Tuesday,20,3
7983,12,Security,KINGSTON AND SANDOWN,Thursday,0,3
25361,70,Mechanical,CRAIGTON AND VICTORIA,Monday,16,7
9364,63,Collision - TTC,OSSINGTON AND ARGYLE,Tuesday,16,3
15290,24,Security,VICTORIA PARK STATION,Saturday,23,5
29727,927,Operations - Operator,KIPLING STATION,Sunday,9,8
34700,960,Operations - Operator,WILSON GARAGE,Thursday,16,9
31650,935,Collision - TTC,JANE AND BEXLEY,Monday,13,9
31907,927,Security,HUMBER COLLEGE,Wednesday,20,9
30464,85,Mechanical,LAWRENCE AND EAST,Saturday,12,8
17368,90,Utilized Off Route,QUEENSWAY DIVISON,Tuesday,5,5
18128,63,Utilized Off Route,OSSINGTON AND HEPBOURN,Sunday,0,5
7296,960,Mechanical,JANE AND STEELES,Friday,17,3
27802,16,Operations - Operator,SCARBOROUGH TOWN CENTR,Friday,23,8
2679,94,Collision - TTC,OSSINGTON AND BLOOR,Monday,14,1
3587,126,Mechanical,CHRISTE STATION,Monday,18,1
4619,29,Operations - Operator,WILSON STATION,Thursday,9,2
18496,111,Collision - TTC,WILLOWRIDGE AND RICHGR,Wednesday,17,5
6539,171,Operations - Operator,20 INDUSTRY RD,Saturday,22,2
31525,307,Vision,BATHURST STATION,Sunday,2,9
19366,134,Emergency Services,BALDOON AND FINCH,Tuesday,19,6
9478,927,Collision - TTC,ROYALCREST AND BAYWOOD,Wednesday,15,3
10537,952,Emergency Services,EGLINTON STATION,Thursday,17,3
34793,19,Collision - TTC,BAY AND KING,Friday,14,9
23296,36,Operations - Operator,FINCH STATION,Tuesday,14,7
29819,161,Operations - Operator,MOUNT DENNIS GARAGE,Monday,5,8
5730,900,Mechanical,KIPLING STATION,Saturday,9,2
4013,7,Cleaning - Unsanitary,BATHURST STATION,Friday,14,2
19633,902,Mechanical,MARKHAM AND PROGRESS,Thursday,17,6
14126,63,Utilized Off Route,SUNNYSIDE LOOP,Friday,12,4
8154,41,Mechanical,KEELE AND HUMBERSIDE,Saturday,9,3
30658,94,Operations - Operator,CASTLE FRANK STATION,Monday,13,8
23902,22,General Delay,COXWELL AND GERRARD,Saturday,16,7
7172,67,Operations - Operator,PHARMACY AND RANNOCK,Friday,5,3
30192,78,Cleaning - Unsanitary,YORK MILLS STATION,Thursday,7,8
33818,64,Operations - Operator,MAIN STATION,Thursday,16,9
44,96,Mechanical,1700 WILSON,Monday,17,1
18058,39,Investigation,OLD FINCH AND MORNINGS,Sunday,7,5
2069,47,Collision - TTC,CALEDONIA AND INNES,Wednesday,8,1
21418,35,Operations - Operator,JANE STATION,Wednesday,6,6
20824,34,Mechanical,LESLIE AND EGLINTON,Saturday,13,6
26202,84,Emergency Services,SHEPPARD AND ARROW,Monday,12,7
11310,161,Diversion,ROGERS AND KEELE,Thursday,11,4
17393,54,Mechanical,STARSPRAY LOOP,Tuesday,7,5
11411,900,Security,PEARSON AIRPORT TERMIN,Friday,7,4
15856,24,General Delay,VICTORIA PARK AND FINC,Wednesday,0,5
15466,8,Mechanical,WARDEN STATION,Monday,15,5
4613,73,Collision - TTC,ROYAL YORK AND EGLINTO,Thursday,8,2
26089,129,Mechanical,MCCOWAN AND SHEPPARD,Sunday,12,7
23294,35,Mechanical,JANE AND HARDING,Tuesday,14,7
30768,945,General Delay,KIPLING STATION,Tuesday,12,8
119,29,Cleaning - Unsanitary,EXHIBITION LOOP,Tuesday,9,1
21834,36,Collision - TTC,FINCH WEST STATION,Friday,8,6
2008,45,Operations - Operator,KIPLING STATION,Tuesday,17,1
20531,929,Utilized Off Route,WILSON STATION,Thursday,14,6
2627,34,Security,MCCOWAN AND ELLESMERE,Sunday,0,1
12076,985,Utilized Off Route,DON MILLS STATION,Wednesday,17,4
21136,102,Mechanical,MARKHAM AND SHEPPARD,Monday,17,6
2791,927,Cleaning - Unsanitary,HUMBER COLLEGE AND HWY,Tuesday,15,1
28174,75,Utilized Off Route,SOUTH AND GLEN,Tuesday,14,8
13545,97,Collision - TTC,HILDA AND STEELES,Monday,14,4
9345,995,Mechanical,UNIVERSITY OF TORONTO,Tuesday,13,3
8906,60,Collision - TTC,SETTLER AND STEELES (E,Friday,9,3
16011,25,Mechanical,DON MILLS AND CLIFFWOO,Friday,10,5
18626,995,Mechanical,UNIVERSITY TO TORONTO,Thursday,11,5
20571,929,Mechanical,DUFFERIN AND BLOOR,Thursday,16,6
21971,29,Vision,DUFFERIN AND EGLINTON,Saturday,8,6
31919,21,Mechanical,BRIMLEY AND FINCH,Wednesday,22,9
31006,26,Utilized Off Route,ST GEORGE STATION,Wednesday,23,8
2980,941,Utilized Off Route,KEELE AND DUNDAS,Wednesday,17,1
20829,91,Investigation,ST CLAIR AND O'CONNOR,Saturday,13,6
9248,37,Security,ISLINGTON AND THE WEST,Monday,12,3
28571,996,Security,WILSON AND JANE,Friday,13,8
3589,45,Operations - Operator,KIPLING STATION,Monday,18,1
10905,84,Mechanical,ELMHURST AND BEECROFT,Monday,15,4
33103,45,Cleaning - Unsanitary,STEELES LOOP,Friday,22,9
19391,63,Diversion,STRACHAN AND WELLINGTO,Tuesday,0,6
31120,29,Vision,DUFFERIN AND WILSON,Thursday,17,8
11301,134,Mechanical,MCNICOLL AND IRONSIDE,Thursday,10,4
11830,60,Vision,YONGE AND ATHABASKA,Monday,21,4
26211,935,Mechanical,PIONEER VILLAGE STATIO,Monday,14,7
6740,945,Mechanical,KIPLING AND STEELES,Monday,17,2
22316,34,Mechanical,EGLINTON AND LAIRD,Monday,17,6
5116,76,Operations - Operator,MIMICO AND LAKESHORE,Monday,16,2
2583,84,Security,WESTON AND SHEPPARD,Sunday,14,1
31098,985,Mechanical,TRITON AND BOROUGH,Thursday,14,8
31799,84,Security,SHEPPARD AND TORBARRIE,Tuesday,1,9
9223,87,Operations - Operator,BIRCHMOUNT GARAGE,Monday,5,3
2164,995,Operations - Operator,YORK MILLS STATION,Wednesday,22,1
8831,83,Operations - Operator,LAKESHORE GARAGE,Thursday,18,3
17615,84,Mechanical,BRADSTOCK AND WESTON,Wednesday,15,5
29121,63,Diversion,KING AND WILSON,Tuesday,0,8
6538,75,Emergency Services,SHERBOURNE AND BLOOR,Saturday,22,2
17997,960,Collision - TTC,STEELES AND CARPENTER,Saturday,13,5
15056,12,Mechanical,VICTORIA PARK AND DENT,Friday,7,5
4377,60,Security,FINCH STATION,Tuesday,7,2
23887,72,Mechanical,THORNCLIFFE AND OVERLE,Saturday,15,7
24375,120,Mechanical,NORTHOVER AND SHEPPARD,Tuesday,15,7
4896,935,Operations - Operator,KEELE AND BROADOAKS,Saturday,15,2
20859,40,Utilized Off Route,KIPLING STATION,Saturday,16,6
13812,7,Mechanical,BATHURST AND BANNOCKBU,Wednesday,11,4
8488,21,Mechanical,BATHURST AND WILSON,Tuesday,9,3
27115,34,Collision - TTC,EGLINTON STATION,Monday,13,7
8858,900,Mechanical,WEST SERVICE AND ST AL,Thursday,23,3
7118,43,Operations - Operator,KENNEDY AND STEELES,Thursday,17,2
26596,900,Security,KIPLING STATION,Thursday,11,7
11500,984,Mechanical,SHEPPARD AND JANE,Friday,18,4
15159,85,Operations - Operator,MEADOWVALE AND SHEPPAR,Friday,21,5
4069,54,Cleaning - Unsanitary,LAWRENCE AND DON MILLS,Friday,22,2
30038,72,Mechanical,PAPE STATION,Tuesday,18,8
1500,939,Collision - TTC,FINCH STATION,Friday,15,1
25890,41,Mechanical,KEELE STATION,Friday,16,7
12457,25,General Delay,PAPE AND MORTIMER,Saturday,9,4
14975,944,Mechanical,COLONEL SAMUEL SMITH L,Thursday,13,5
13055,123,Operations - Operator,KIPLING STATION,Thursday,6,4
23739,985,Security,KENNEDY AND SHEPPARD,Friday,15,7
12397,73,Security,ROYAL YORK STATION,Friday,18,4
27501,939,Operations - Operator,ELLESMERE AND KENNEDY,Thursday,9,8
3520,161,Operations - Operator,ALLIANCE AND JANE,Monday,4,1
33800,125,Operations - Operator,FINCH STATION,Thursday,14,9
5867,900,Operations - Operator,KIPLING STATION,Sunday,13,2
23741,15,Mechanical,235 SHERWAY GARDENS,Friday,15,7
33656,929,Mechanical,WILSON STATION,Wednesday,15,9
5188,102,Mechanical,MORNINGSIDE AND PASSMO,Tuesday,7,2
6982,36,Cleaning - Unsanitary,FINCH AND ARROW,Wednesday,16,2
18818,95,Mechanical,ELLESMERE AND MEADOWVA,Friday,16,5
15892,34,Collision - TTC,EGLINTON AND WYNFORD,Thursday,9,5
4658,53,Operations - Operator,FINCH STATION,Thursday,14,2
24512,32,Mechanical,EGLINTON WEST STATION,Wednesday,9,7
33458,112,Security,KIPLING STATION,Tuesday,7,9
6654,47,Vision,LANSDOWNE AND ST. CLAI,Sunday,22,2
23819,320,Operations - Operator,YONGE AND SHEPPARD,Saturday,3,7
5078,90,Operations - Operator,BATHURST STATION,Monday,13,2
6040,32,Security,EGLINTON AND AVENUE,Tuesday,17,2
18365,19,Security,BAY AND BLOOR,Tuesday,16,5
33029,929,Security,DUFFERIN AND ROSEMOUNT,Friday,15,9
25719,54,Mechanical,EGLINTON STATION,Thursday,7,7
20006,113,Emergency Services,MAIN STREET STATION,Sunday,22,6
4798,74,Mechanical,MT PLEASANT AND LAWREN,Friday,16,2
1819,935,Mechanical,JANE AND TRETHEWEY,Monday,7,1
29991,29,Mechanical,DUFFERIN AND QUEEN,Tuesday,14,8
6434,38,Emergency Services,SCARBOROUGH TOWN CENTR,Friday,23,2
20399,66,Security,BERRY AND PARK LAWN,Wednesday,17,6
19066,925,Cleaning - Unsanitary,DON MILLS AND FRESHMEA,Sunday,13,6
2254,995,General Delay,YORK MILLS AND DON MIL,Thursday,18,1
16735,32,Mechanical,EGLINTON STATION,Wednesday,7,5
29224,88,Security,BAYVIEW AND MOORE,Wednesday,18,8
17262,34,Mechanical,KENNEDY STATION,Sunday,15,5
26599,43,Emergency Services,KENNEDY AND PROGRESS,Thursday,13,7
12174,935,Utilized Off Route,JANE AND DUNDAS,Thursday,11,4
20860,35,Mechanical,JANE AND CHALKFARM,Saturday,16,6
2607,32,Collision - TTC,EGLINTON AND OAKWOOD,Sunday,20,1
25908,75,Emergency Services,SHERBOURNE STATION,Friday,18,7
9853,95,Mechanical,MCCOWAN AND ELLESMERE,Saturday,7,3
32651,11,Operations - Operator,DAVISVILLE,Tuesday,19,9
5648,34,Mechanical,KENNEDY STATION,Friday,15,2
17920,123,Mechanical,KIPLING STATION,Friday,20,5
21832,995,Mechanical,ELLESMERE AND VICTORIA,Friday,7,6
23198,129,Mechanical,KENNEDY STATION,Monday,17,7
10329,20,Mechanical,MIDLAND AND DANFORTH R,Wednesday,8,3
14055,939,General Delay,FINCH AND LESLIE,Thursday,1,4
13886,123,Operations - Operator,KIPLING STATION,Thursday,6,4
28569,32,Mechanical,EGLEINTON AND KEELE,Friday,13,8
10147,23,Operations - Operator,BIRCHMOUNT GARAGE,Tuesday,5,3
5280,53,Security,STEELES AND MIDDLEFIEL,Tuesday,21,2
28090,63,Security,OSSINGTON STATION,Monday,17,8
4378,129,Collision - TTC,KENNEDY STATION,Tuesday,7,2
24849,96,Security,ALBION AND WESTON,Friday,16,7
13127,133,Mechanical,MORNINGSIDE AND FINCH,Thursday,16,4
10095,161,Cleaning - Unsanitary,LAMBTON AND JANE,Monday,16,3
958,81,Mechanical,THORNCLIFFE PARK AND O,Monday,14,1
9258,9,Mechanical,BIRCHMOUNT GARAGE,Monday,14,3
23168,86,Mechanical,KINGSTON AND MILITARY,Monday,7,7
10746,111,Operations - Operator,QUEENSWAY GARAGE,Saturday,20,3
20321,73,Mechanical,ROYAL YORK STATION,Wednesday,8,6
20964,929,General Delay,LAWRENCE AND DUFFERIN,Sunday,15,6
22270,24,Mechanical,VICTORIA PARK AND STEE,Monday,10,6
27156,939,Mechanical,FINCH EAST AND BIRCHMO,Monday,18,7
18030,29,Diversion,SPRINGHURST LOOP,Saturday,20,5
8227,100,Mechanical,BROADVIEW STATION,Saturday,19,3
30410,85,Operations - Operator,DON MILLS STATION,Friday,1,8
9975,41,Operations - Operator,KEELE STATION,Sunday,11,3
32164,113,Mechanical,KENNEDY STATION,Friday,20,9
2540,95,Mechanical,ELLESMERE AND MARKHAM,Saturday,21,1
86,47,Mechanical,LANSDOWNE AND DUNDAS,Tuesday,6,1
9013,133,Emergency Services,FINCH AND MORNINGSIDE,Friday,0,3
34604,90,Operations - Operator,VAUGHAN AND HUMEWOOD,Wednesday,19,9
26376,924,Mechanical,VICTORIA PARK AND STEE,Tuesday,18,7
20530,78,Utilized Off Route,YORK MILLS STATION,Thursday,14,6
20823,95,Operations - Operator,ELLESMERE AND MARKHAM,Saturday,12,6
34037,89,Operations - Operator,CHURCH AND WESTON,Saturday,6,9
6792,123,Collision - TTC,EVANS AND SHERWAY GATE,Tuesday,11,2
33136,54,Collision - TTC,LAWRENCE AND BELLAMY,Saturday,13,9
2557,34,Mechanical,EGLINTON AND DUPLEX,Sunday,7,1
33755,54,Vision,LAWRENCE AND COLLINSGR,Thursday,7,9
26677,41,Utilized Off Route,KEELE AND HUMBERSIDE,Thursday,23,7
13460,118,General Delay,1013 WILSON AVE,Sunday,13,4
33807,52,Mechanical,LAWRENCE AND BAYVIEW,Thursday,15,9
15264,35,Mechanical,JANE AND STEELES,Saturday,18,5
30180,9,Mechanical,MCCOWAN AND EGLINTON,Thursday,6,8
15693,40,Operations - Operator,QUEENSWAY DIVISION,Wednesday,4,5
31965,96,Cleaning - Unsanitary,HUMBER COLLEGE,Thursday,10,9
33695,51,Mechanical,LESLIE AND DEXTER,Wednesday,18,9
8439,71,Mechanical,MOUNT DENNIS GARAGE,Monday,18,3
17866,52,Collision - TTC,DIXON AND KELFIELD,Friday,14,5
18303,905,Investigation,ELLESMERE AND MIRROW C,Tuesday,7,5
88,68,Operations - Operator,WARDEN AND LAWRENCE,Tuesday,6,1
10705,89,Mechanical,WESTON AND WALSH,Saturday,16,3
11971,161,Mechanical,JANE AND LAMBTON,Tuesday,20,4
15909,89,Mechanical,WESTON AND ALBION,Thursday,12,5
20507,102,Operations - Operator,MARKHAM AND SHEPPARD,Thursday,13,6
33418,75,Security,SHERBOURNE AND WELLESL,Monday,20,9
2196,53,Mechanical,STAINES AND PALK LANE,Thursday,10,1
